"","ID","locus","Gene"
"4672","PGD1660282","PA14_58150","mreB"
"4673","PGD1660284","PA14_58170","gatC"
"4674","PGD1660286","PA14_58180","gatA"
"4675","PGD1660288","PA14_58190","gatB"
"4676","PGD1660290","PA14_58210","rlpA_2"
"4677","PGD1660292","PA14_58220","group_10041"
"4678","PGD1660294","PA14_58230","group_2774"
"4679","PGD1660296","PA14_58240","group_12154"
"4680","PGD1660298","PA14_58250","group_1519"
"4681","PGD1660300","PA14_58260","group_2775"
"4682","PGD1660302","PA14_58270","group_10863"
"4683","PGD1660304","PA14_58290","group_10560"
"4684","PGD1660306","PA14_58300","regA"
"4685","PGD1660308","PA14_58320","group_9294"
"4686","PGD1660310","PA14_58330","group_10385"
"4687","PGD1660312","PA14_58350","dppA_1"
"4688","PGD1660314","PA14_58360","dppA_2"
"4689","PGD1660316","PA14_58375","pepQ"
"4690","PGD1660318","PA14_58380","puuR_1"
"4691","PGD1660320","PA14_58390","dppA_3"
"4692","PGD1660322","PA14_58410","oprD_8"
"4693","PGD1660324","PA14_58420","dppA_4"
"4694","PGD1660326","PA14_58440","dppB"
"4695","PGD1660328","PA14_58450","dppC"
"4696","PGD1660330","PA14_58470","dppD"
"4697","PGD1660332","PA14_58490","oppF"
"4698","PGD1660334","PA14_58500","rhtB_2"
"4699","PGD1660336","PA14_58510","lrp_4"
"4700","PGD1660338","PA14_58515","pxpC_3"
"4701","PGD1660340","PA14_58530","pxpB_3"
"4702","PGD1660342","PA14_58540","pxpA3_2"
"4703","PGD1660344","PA14_58550","group_2778"
"4704","PGD1660346","PA14_58560","group_4408"
"4705","PGD1660348","PA14_58570","group_5512"
"4706","PGD1660350","PA14_58580","group_2779"
"4707","PGD1660352","PA14_58600","esiB"
"4708","PGD1660354","PA14_58610","eptC"
"4709","PGD1660356","PA14_58620","group_4411"
"4710","PGD1660358","PA14_58630","ldc"
"4711","PGD1660360","PA14_58650","group_4413"
"4712","PGD1660362","PA14_58660","group_4414"
"4713","PGD1660364","PA14_58670","ampD"
"4714","PGD1660366","PA14_58690","group_2781"
"4715","PGD1660368","PA14_58700","nadC"
"4716","PGD1660372","PA14_58720","group_8024"
"4717","PGD1660374","PA14_58730","pilE"
"4718","PGD1660376","PA14_58740","group_8025"
"4719","PGD1660378","PA14_58750","xpsE"
"4720","PGD1660380","PA14_58760","group_3333"
"4721","PGD1660382","PA14_58770","outO"
"4722","PGD1660384","PA14_58780","coaE"
"4723","PGD1660386","PA14_58790","yacG"
"4724","PGD1660388","PA14_58800","group_2783"
"4725","PGD1660390","PA14_58810","group_11342"
"4726","PGD1660392","PA14_58820","group_1521"
"4727","PGD1660394","PA14_58830","ypeA"
"4728","PGD1660396","PA14_58840","group_1523"
"4729","PGD1660398","PA14_58850","group_10740"
"4730","PGD1660400","PA14_58860","group_4418"
"4731","PGD1660402","PA14_58870","ndh"
"4732","PGD1660404","PA14_58880","zapE_3"
"4733","PGD1660406","PA14_58890","hxuB_1"
"4734","PGD1660408","PA14_58900","group_254"
"4735","PGD1660410","PA14_58910","group_830"
"4736","PGD1660412","PA14_58920","group_78"
"4737","PGD1660414","PA14_58930","group_837"
"4738","PGD1660416","PA14_58940","group_7061"
"4739","PGD1660418","PA14_58950","group_196"
"4740","PGD1660420","PA14_58960","group_514"
"4741","PGD1660422","PA14_58970","group_93"
"4742","PGD1660424","PA14_58980","group_3181"
"4743","PGD1660426","PA14_58990","dnaB_1"
"4744","PGD1660428","PA14_59000","group_843"
"4745","PGD1660430","PA14_59010","group_849"
"4746","PGD1660432","PA14_59020","group_851"
"4747","PGD1660434","PA14_59030","group_854"
"4748","PGD1660436","PA14_59050","group_109"
"4749","PGD1660438","PA14_59060","group_260"
"4750","PGD1660440","PA14_59070","group_111"
"4751","PGD1660442","PA14_59090","group_3175"
"4752","PGD1660444","PA14_59100","group_188"
"4753","PGD1660446","PA14_59110","group_8026"
"4754","PGD1660448","PA14_59120","group_3176"
"4755","PGD1660450","PA14_59130","group_2988"
"4756","PGD1660452","PA14_59140","group_143"
"4757","PGD1660454","PA14_59150","group_519"
"4758","PGD1660456","PA14_59160","group_8027"
"4759","PGD1660458","PA14_59170","group_8028"
"4760","PGD1660460","PA14_59180","topA_2"
"4761","PGD1660462","PA14_59190","group_8029"
"4762","PGD1660464","PA14_59200","group_390"
"4763","PGD1660466","PA14_59210","group_263"
"4764","PGD1660468","PA14_59220","group_570"
"4765","PGD1660470","PA14_59230","group_8030"
"4766","PGD1660472","PA14_59240","group_265"
"4767","PGD1660474","PA14_59250","group_2992"
"4768","PGD1660476","PA14_59270","group_2996"
"4769","PGD1660478","PA14_59280","group_521"
"4770","PGD1660480","PA14_59290","group_4630"
"4771","PGD1660482","PA14_59310","tcpE"
"4772","PGD1660484","PA14_59320","group_4632"
"4773","PGD1660486","PA14_59340","pilT_3"
"4774","PGD1660488","PA14_59350","group_2999"
"4775","PGD1660490","PA14_59360","group_190"
"4776","PGD1660492","PA14_59370","group_8031"
"4777","PGD1660494","PA14_59380","group_936"
"4778","PGD1660496","PA14_59390","group_4636"
"4779","PGD1660498","PA14_59400","group_1783"
"4780","PGD1660500","PA14_59410","group_8032"
"4781","PGD1660502","PA14_59430","group_3535"
"4782","PGD1660504","PA14_59440","group_861"
"4783","PGD1660506","PA14_59470","group_7055"
"4784","PGD1660508","PA14_59480","group_7054"
"4785","PGD1660510","PA14_59490","group_3177"
"4786","PGD1660512","PA14_59500","group_3003"
"4787","PGD1660514","PA14_59510","group_862"
"4788","PGD1660516","PA14_59520","group_1683"
"4789","PGD1660518","PA14_59530","group_864"
"4790","PGD1660520","PA14_59540","group_346"
"4791","PGD1660522","PA14_59550","group_7052"
"4792","PGD1660524","PA14_59560","group_7051"
"4793","PGD1660526","PA14_59570","group_7050"
"4794","PGD1660528","PA14_59580","group_1938"
"4795","PGD1660530","PA14_59590","group_8033"
"4796","PGD1660532","PA14_59600","group_8034"
"4797","PGD1660534","PA14_59610","group_3479"
"4798","PGD1660536","PA14_59620","group_8035"
"4799","PGD1660538","PA14_59630","group_3478"
"4800","PGD1660540","PA14_59640","group_522"
"4801","PGD1660542","PA14_59650","group_865"
"4802","PGD1660544","PA14_59660","group_3008"
"4803","PGD1660546","PA14_59670","group_347"
"4804","PGD1660548","PA14_59680","group_7049"
"4805","PGD1660550","PA14_59690","group_3300"
"4806","PGD1660552","PA14_59700","group_524"
"4807","PGD1660554","PA14_59710","group_7048"
"4808","PGD1660556","PA14_59720","group_7047"
"4809","PGD1660559","PA14_59750","group_7045"
"4810","PGD1660561","PA14_59760","group_7044"
"4811","PGD1660563","PA14_59770","group_3477"
"4812","PGD1660565","PA14_59780","group_7043"
"4813","PGD1660567","PA14_59790","group_7042"
"4814","PGD1660569","PA14_59800","group_7041"
"4815","PGD1660571","PA14_59820","group_526"
"4816","PGD1660573","PA14_59830","addA"
"4817","PGD1660575","PA14_59840","group_3010"
"4818","PGD1660577","PA14_59845","group_8036"
"4819","PGD1660579","PA14_59850","group_349"
"4820","PGD1660581","PA14_59860","group_529"
"4821","PGD1660583","PA14_59870","group_353"
"4822","PGD1660585","PA14_59880","group_269"
"4823","PGD1660587","PA14_59890","group_1690"
"4824","PGD1660589","PA14_59900","group_3013"
"4825","PGD1660591","PA14_59910","group_358"
"4826","PGD1660593","PA14_59920","group_4655"
"4827","PGD1660595","PA14_59930","group_272"
"4828","PGD1660597","PA14_59940","group_531"
"4829","PGD1660599","PA14_59950","group_361"
"4830","PGD1660601","PA14_59960","group_151"
"4831","PGD1660603","PA14_59970","group_388"
"4832","PGD1660605","PA14_59980","group_8037"
"4833","PGD1660607","PA14_59990","group_4659"
"4834","PGD1660609","PA14_60000","group_872"
"4835","PGD1660611","PA14_60010","group_877"
"4836","PGD1660613","PA14_60020","group_937"
"4837","PGD1660615","PA14_60030","group_8038"
"4838","PGD1660617","PA14_60040","group_534"
"4839","PGD1660619","PA14_60050","group_115"
"4840","PGD1660621","PA14_60060","group_8039"
"4841","PGD1660623","PA14_60070","group_7039"
"4842","PGD1660625","PA14_60080","group_7038"
"4843","PGD1660627","PA14_60090","group_3476"
"4844","PGD1660629","PA14_60100","group_8040"
"4845","PGD1660631","PA14_60110","group_7037"
"4846","PGD1660633","PA14_60120","dcd_1"
"4847","PGD1660635","PA14_60130","group_12"
"4848","PGD1660637","PA14_60140","xerC_3"
"4849","PGD1660645","PA14_60190","clpB"
"4850","PGD1660647","PA14_60200","yfiH"
"4851","PGD1660649","PA14_60210","rluD"
"4852","PGD1660651","PA14_60230","bamD"
"4853","PGD1660653","PA14_60240","group_2787"
"4854","PGD1660655","PA14_60250","sasA_16"
"4855","PGD1660657","PA14_60260","zraR_3"
"4856","PGD1660659","PA14_60270","thiO"
"4857","PGD1660661","PA14_60280","group_6155"
"4858","PGD1660663","PA14_60290","group_8041"
"4859","PGD1660665","PA14_60300","group_6157"
"4860","PGD1660667","PA14_60310","group_6158"
"4861","PGD1660669","PA14_60320","group_6159"
"4862","PGD1660671","PA14_60330","ispH"
"4863","PGD1660673","PA14_60350","fkpB"
"4864","PGD1660675","PA14_60360","lspA"
"4865","PGD1660677","PA14_60370","ileS"
"4866","PGD1660679","PA14_60380","ribF"
"4867","PGD1660681","PA14_60390","murJ_2"
"4868","PGD1660683","PA14_60400","rpsT"
"4869","PGD1660685","PA14_60410","group_9521"
"4870","PGD1660687","PA14_60420","proB"
"4871","PGD1660689","PA14_60445","obg"
"4872","PGD1660691","PA14_60450","rpmA"
"4873","PGD1660693","PA14_60460","rplU"
"4874","PGD1660695","PA14_60470","ispB"
"4875","PGD1660697","PA14_60480","group_11881"
"4876","PGD1660699","PA14_60490","group_11343"
"4877","PGD1660701","PA14_60500","fklB_2"
"4878","PGD1660703","PA14_60520","group_12496"
"4879","PGD1660705","PA14_60530","group_9984"
"4880","PGD1660707","PA14_60540","group_9612"
"4881","PGD1660709","PA14_60550","group_10922"
"4882","PGD1660711","PA14_60560","dksA_1"
"4883","PGD1660713","PA14_60570","group_10833"
"4884","PGD1660715","PA14_60580","group_777"
"4885","PGD1660717","PA14_60590","ybiA"
"4886","PGD1660719","PA14_60600","norR_3"
"4887","PGD1660723","PA14_60630","group_11709"
"4888","PGD1660725","PA14_60650","group_9868"
"4889","PGD1660727","PA14_60660","group_12077"
"4890","PGD1660729","PA14_60670","rtcA"
"4891","PGD1660731","PA14_60690","group_1529"
"4892","PGD1660733","PA14_60700","ccpA"
"4893","PGD1660735","PA14_60710","gdhA"
"4894","PGD1660737","PA14_60730","ompP1"
"4895","PGD1660739","PA14_60750","group_12255"
"4896","PGD1660741","PA14_60760","group_10079"
"4897","PGD1660743","PA14_60770","group_9916"
"4898","PGD1660745","PA14_60780","macB_3"
"4899","PGD1660747","PA14_60790","yknY"
"4900","PGD1660749","PA14_60800","ettA"
"4901","PGD1660751","PA14_60810","group_2792"
"4902","PGD1660753","PA14_60820","oprJ"
"4903","PGD1660755","PA14_60830","acrB_3"
"4904","PGD1660757","PA14_60850","acrA"
"4905","PGD1660759","PA14_60860","group_1533"
"4906","PGD1660761","PA14_60870","group_780"
"4907","PGD1660763","PA14_60890","glyA_2"
"4908","PGD1660765","PA14_60900","group_362"
"4909","PGD1660767","PA14_60920","yjiA_2"
"4910","PGD1660769","PA14_60930","group_9613"
"4911","PGD1660771","PA14_60950","btsT"
"4912","PGD1660773","PA14_60960","group_9452"
"4913","PGD1660775","PA14_60970","group_9501"
"4914","PGD1660777","PA14_60990","radA"
"4915","PGD1660779","PA14_61000","group_2793"
"4916","PGD1660781","PA14_61010","group_12019"
"4917","PGD1660783","PA14_61020","group_3456"
"4918","PGD1660785","PA14_61040","katB"
"4919","PGD1660787","PA14_61050","mscL"
"4920","PGD1660789","PA14_61060","fpr_2"
"4921","PGD1660791","PA14_61080","dctP_2"
"4922","PGD1660793","PA14_61090","rlmG"
"4923","PGD1660795","PA14_61110","pucB"
"4924","PGD1660797","PA14_61120","pucA"
"4925","PGD1660799","PA14_61130","adhB"
"4926","PGD1660801","PA14_61140","hcrC"
"4927","PGD1660803","PA14_61150","group_11459"
"4928","PGD1660805","PA14_61170","entS_3"
"4929","PGD1660807","PA14_61180","group_9388"
"4930","PGD1660809","PA14_61190","hxuB_2"
"4931","PGD1660811","PA14_61200","group_19"
"4932","PGD1660813","PA14_61210","hprA"
"4933","PGD1660815","PA14_61220","rsmC"
"4934","PGD1660817","PA14_61250","lysP"
"4935","PGD1660819","PA14_61260","mneA"
"4936","PGD1660821","PA14_61270","group_9766"
"4937","PGD1660823","PA14_61280","group_1539"
"4938","PGD1660825","PA14_61290","bepA_2"
"4939","PGD1660827","PA14_61300","mcpU_2"
"4940","PGD1660829","PA14_61320","group_2795"
"4941","PGD1660831","PA14_61330","mgtC_2"
"4942","PGD1660833","PA14_61340","group_12157"
"4943","PGD1660835","PA14_61350","group_9609"
"4944","PGD1660837","PA14_61360","group_2796"
"4945","PGD1660839","PA14_61370","group_782"
"4946","PGD1660841","PA14_61380","group_2797"
"4947","PGD1660843","PA14_61390","group_9202"
"4948","PGD1660845","PA14_61400","mqo_2"
"4949","PGD1660847","PA14_61410","group_10248"
"4950","PGD1660849","PA14_61430","group_1540"
"4951","PGD1660851","PA14_61440","group_10271"
"4952","PGD1660853","PA14_61450","group_11209"
"4953","PGD1660855","PA14_61460","hpt"
"4954","PGD1660857","PA14_61470","upp"
"4955","PGD1660859","PA14_61480","uraA"
"4956","PGD1660861","PA14_61500","group_11467"
"4957","PGD1660863","PA14_61510","group_1543"
"4958","PGD1660865","PA14_61520","group_1544"
"4959","PGD1660867","PA14_61530","group_12566"
"4960","PGD1660869","PA14_61540","caf1A"
"4961","PGD1660871","PA14_61550","group_2798"
"4962","PGD1660873","PA14_61560","exuT_3"
"4963","PGD1660875","PA14_61580","hemH"
"4964","PGD1660877","PA14_61590","group_1545"
"4965","PGD1660879","PA14_61600","group_11189"
"4966","PGD1660881","PA14_61610","group_1547"
"4967","PGD1660883","PA14_61620","group_10235"
"4968","PGD1660885","PA14_61640","phrB"
"4969","PGD1660887","PA14_61650","pagL"
"4970","PGD1660889","PA14_61660","murI"
"4971","PGD1660891","PA14_61670","moeB"
"4972","PGD1660893","PA14_61680","prmC_3"
"4973","PGD1660895","PA14_61700","prfA"
"4974","PGD1660897","PA14_61710","hemA"
"4975","PGD1660899","PA14_61720","bepA_3"
"4976","PGD1660901","PA14_61740","lolB"
"4977","PGD1660903","PA14_61750","ispE"
"4978","PGD1660907","PA14_61770","prs"
"4979","PGD1660909","PA14_61780","rplY"
"4980","PGD1660911","PA14_61790","pth"
"4981","PGD1660913","PA14_61820","ychF"
"4982","PGD1660917","PA14_61840","group_2803"
"4983","PGD38821037","PA14_61845","group_8042"
"4984","PGD1660919","PA14_61850","iutA_2"
"4985","PGD1660921","PA14_61860","can"
"4986","PGD1660923","PA14_61870","group_11980"
"4987","PGD1660925","PA14_61880","rimI"
"4988","PGD1660927","PA14_61890","group_2805"
"4989","PGD1660929","PA14_61910","group_12409"
"4990","PGD1660931","PA14_61920","group_12181"
"4991","PGD1660933","PA14_61940","group_10730"
"4992","PGD1660935","PA14_61950","group_9186"
"4993","PGD1660937","PA14_61960","group_9899"
"4994","PGD1660939","PA14_61980","group_10258"
"4995","PGD1660941","PA14_61990","group_11020"
"4996","PGD1660943","PA14_62000","fbpA"
"4997","PGD1660945","PA14_62010","group_1551"
"4998","PGD1660947","PA14_62020","yebT_2"
"4999","PGD1660949","PA14_62030","pqiA_2"
"5000","PGD1660951","PA14_62040","pqiA_3"
"5001","PGD1660963","PA14_62100","msrQ"
"5002","PGD1660965","PA14_62110","msrP"
"5003","PGD1660967","PA14_62120","group_11366"
"5004","PGD1660969","PA14_62130","ilvC"
"5005","PGD1660971","PA14_62150","ilvH"
"5006","PGD1660973","PA14_62160","ilvI"
"5007","PGD1660975","PA14_62170","group_1553"
"5008","PGD1660977","PA14_62180","yqcC"
"5009","PGD1660979","PA14_62190","group_12678"
"5010","PGD1660981","PA14_62200","mrcB"
"5011","PGD1660983","PA14_62230","group_10657"
"5012","PGD1660985","PA14_62240","group_10196"
"5013","PGD1660987","PA14_62250","group_9499"
"5014","PGD1660989","PA14_62260","group_10067"
"5015","PGD1660991","PA14_62270","group_2809"
"5016","PGD1660993","PA14_62280","hmuV"
"5017","PGD1660995","PA14_62290","hmuU_2"
"5018","PGD1660997","PA14_62300","hmuT"
"5019","PGD1660999","PA14_62330","hemS"
"5020","PGD1661001","PA14_62350","hemR"
"5021","PGD1661003","PA14_62360","group_2813"
"5022","PGD1661005","PA14_62370","group_12714"
"5023","PGD1661007","PA14_62380","group_2814"
"5024","PGD1661009","PA14_62390","group_11948"
"5025","PGD1661011","PA14_62400","alaC"
"5026","PGD1661013","PA14_62410","phzF_3"
"5027","PGD1661015","PA14_62420","group_11051"
"5028","PGD1661017","PA14_62430","secD_2"
"5029","PGD1661019","PA14_62440","adeP_2"
"5030","PGD1661021","PA14_62450","trmA"
"5031","PGD1661023","PA14_62470","sfsA"
"5032","PGD1661025","PA14_62480","aspC_2"
"5033","PGD1661027","PA14_62490","group_9323"
"5034","PGD1661029","PA14_62510","gluQ"
"5035","PGD1661031","PA14_62520","group_9304"
"5036","PGD1661033","PA14_62530","sasA_17"
"5037","PGD1661035","PA14_62540","zraR_4"
"5038","PGD1661037","PA14_62560","pcnB"
"5039","PGD1661039","PA14_62570","folK"
"5040","PGD1661041","PA14_62580","panB_2"
"5041","PGD1661043","PA14_62590","panC"
"5042","PGD1661045","PA14_62600","panD"
"5043","PGD1661047","PA14_62620","pgi"
"5044","PGD1661049","PA14_62630","acsA_3"
"5045","PGD1661051","PA14_62640","group_11759"
"5046","PGD1661053","PA14_62650","group_12615"
"5047","PGD1661055","PA14_62660","group_12005"
"5048","PGD1661057","PA14_62670","group_1560"
"5049","PGD1661059","PA14_62680","group_9591"
"5050","PGD1661061","PA14_62690","osmY_2"
"5051","PGD1661063","PA14_62710","pnp"
"5052","PGD1661065","PA14_62720","rpsO"
"5053","PGD1661067","PA14_62730","truB"
"5054","PGD1661069","PA14_62740","rbfA"
"5055","PGD1661071","PA14_62760","infB"
"5056","PGD1661073","PA14_62770","nusA"
"5057","PGD1661075","PA14_62780","rimP"
"5058","PGD1661081","PA14_62810","group_8043"
"5059","PGD1661083","PA14_62830","tpiA"
"5060","PGD1661085","PA14_62840","glmM_1"
"5061","PGD1661087","PA14_62850","folP"
"5062","PGD1661089","PA14_62860","ftsH_3"
"5063","PGD1661091","PA14_62870","rlmE"
"5064","PGD1661093","PA14_62880","group_9471"
"5065","PGD1661095","PA14_62890","group_12112"
"5066","PGD1661097","PA14_62900","greA"
"5067","PGD1661099","PA14_62910","carB"
"5068","PGD1661101","PA14_62920","leuE_2"
"5069","PGD1661103","PA14_62930","carA"
"5070","PGD1661105","PA14_62940","dapB"
"5071","PGD1661107","PA14_62960","dnaJ"
"5072","PGD1661109","PA14_62970","dnaK_1"
"5073","PGD1661111","PA14_62990","grpE"
"5074","PGD1661113","PA14_63010","recN"
"5075","PGD1661115","PA14_63020","fur"
"5076","PGD1661117","PA14_63030","bamE"
"5077","PGD1661119","PA14_63040","group_12708"
"5078","PGD1661121","PA14_63050","ratA"
"5079","PGD1661123","PA14_63060","smpB"
"5080","PGD1661125","PA14_63070","pdhR"
"5081","PGD1661127","PA14_63080","glcA"
"5082","PGD1661129","PA14_63090","lldD_2"
"5083","PGD1661131","PA14_63100","group_11931"
"5084","PGD1661133","PA14_63110","speH"
"5085","PGD1661135","PA14_63120","speE_3"
"5086","PGD1661137","PA14_63130","group_3245"
"5087","PGD1661139","PA14_63150","qseB_3"
"5088","PGD1661141","PA14_63160","qseC_2"
"5089","PGD1661143","PA14_63170","hmrR"
"5090","PGD1661145","PA14_63190","eamA_2"
"5091","PGD1661147","PA14_63200","group_11736"
"5092","PGD1661149","PA14_63210","group_11117"
"5093","PGD1661151","PA14_63220","group_2820"
"5094","PGD1661153","PA14_63230","yedA"
"5095","PGD1661155","PA14_63240","lrpC_2"
"5096","PGD1661157","PA14_63250","fadI"
"5097","PGD1661159","PA14_63270","group_788"
"5098","PGD1661161","PA14_63280","group_9830"
"5099","PGD1661163","PA14_63290","group_10603"
"5100","PGD1661165","PA14_63300","group_11144"
"5101","PGD1661167","PA14_63310","cmoM"
"5102","PGD1661169","PA14_63320","group_12271"
"5103","PGD1661171","PA14_63330","group_11710"
"5104","PGD1661173","PA14_63340","group_9971"
"5105","PGD1661175","PA14_63350","group_12039"
"5106","PGD1661177","PA14_63360","group_10826"
"5107","PGD1661179","PA14_63370","gcvH_2"
"5108","PGD1661181","PA14_63380","group_178"
"5109","PGD1661183","PA14_63390","group_1565"
"5110","PGD1661185","PA14_63410","tam_7"
"5111","PGD1661187","PA14_63420","group_8044"
"5112","PGD1661189","PA14_63430","group_497"
"5113","PGD1661191","PA14_63440","group_7200"
"5114","PGD1661193","PA14_63450","group_7202"
"5115","PGD1661197","PA14_63470","group_10164"
"5116","PGD1661199","PA14_63480","group_338"
"5117","PGD1661201","PA14_63500","spuC_3"
"5118","PGD1661203","PA14_63520","group_2822"
"5119","PGD1661205","PA14_63530","selB"
"5120","PGD1661207","PA14_63540","selA"
"5121","PGD1661209","PA14_63550","fdhE"
"5122","PGD1661211","PA14_63570","fdoI"
"5123","PGD1661213","PA14_63580","fdoH"
"5124","PGD1661217","PA14_63620","lip_2"
"5125","PGD1661219","PA14_63640","fadH_3"
"5126","PGD1661221","PA14_63650","group_12018"
"5127","PGD1661223","PA14_63660","group_2824"
"5128","PGD1661225","PA14_63680","group_791"
"5129","PGD1661227","PA14_63700","arnT_2"
"5130","PGD1661229","PA14_63710","group_9733"
"5131","PGD1661231","PA14_63720","group_12747"
"5132","PGD1661233","PA14_63730","dinF"
"5133","PGD1661235","PA14_63740","group_251"
"5134","PGD1661237","PA14_63750","group_11300"
"5135","PGD1661239","PA14_63770","group_2825"
"5136","PGD1661241","PA14_63780","group_10332"
"5137","PGD1661243","PA14_63800","mgtB"
"5138","PGD1661245","PA14_63820","group_4440"
"5139","PGD1661247","PA14_63830","nat"
"5140","PGD1661249","PA14_63840","group_2827"
"5141","PGD1661251","PA14_63850","lpd3"
"5142","PGD1661253","PA14_63860","group_10943"
"5143","PGD1661255","PA14_63880","group_10345"
"5144","PGD1661257","PA14_63890","group_12391"
"5145","PGD1661259","PA14_63900","group_11618"
"5146","PGD1661261","PA14_63910","cntI_2"
"5147","PGD1661263","PA14_63920","cntM"
"5148","PGD1661265","PA14_63940","cntL"
"5149","PGD1661267","PA14_63960","cntO_4"
"5150","PGD1661269","PA14_63970","group_12065"
"5151","PGD1661271","PA14_63990","speA"
"5152","PGD1661273","PA14_64000","yciH"
"5153","PGD1661275","PA14_64010","yfcD"
"5154","PGD1661277","PA14_64030","group_11136"
"5155","PGD1661279","PA14_64050","cheB_4"
"5156","PGD1661281","PA14_64060","ctpL"
"5157","PGD1661283","PA14_64080","dsbD_2"
"5158","PGD1661285","PA14_64090","aroQ1_2"
"5159","PGD1661287","PA14_64100","accB_2"
"5160","PGD1661289","PA14_64110","accC_2"
"5161","PGD1661291","PA14_64120","group_1572"
"5162","PGD1661293","PA14_64140","prmA"
"5163","PGD1661295","PA14_64170","group_12437"
"5164","PGD1661297","PA14_64180","dusB"
"5165","PGD1661299","PA14_64190","fis"
"5166","PGD1661301","PA14_64200","purH"
"5167","PGD1661303","PA14_64220","purD"
"5168","PGD1661305","PA14_64230","rcsC_14"
"5169","PGD1661307","PA14_64240","group_10542"
"5170","PGD1661309","PA14_64260","group_8045"
"5171","PGD1661311","PA14_64270","amiC_2"
"5172","PGD1661313","PA14_64280","group_4666"
"5173","PGD1661315","PA14_64290","group_11093"
"5174","PGD1661317","PA14_64300","cbiO"
"5175","PGD1661319","PA14_64310","livF_2"
"5176","PGD1661321","PA14_64320","group_2830"
"5177","PGD1661323","PA14_64335","ureD"
"5178","PGD1661325","PA14_64350","ureA"
"5179","PGD1661327","PA14_64360","pitA_3"
"5180","PGD1661329","PA14_64370","ureB"
"5181","PGD1661331","PA14_64390","ureC"
"5182","PGD1661333","PA14_64400","group_792"
"5183","PGD1661335","PA14_64410","ybiI"
"5184","PGD1661337","PA14_64420","group_1576"
"5185","PGD1661339","PA14_64430","group_2832"
"5186","PGD1661341","PA14_64440","group_2833"
"5187","PGD1661343","PA14_64450","dnaK_2"
"5188","PGD1661345","PA14_64460","group_10553"
"5189","PGD1661347","PA14_64470","group_2834"
"5190","PGD1661349","PA14_64480","osmE"
"5191","PGD1661351","PA14_64490","group_11373"
"5192","PGD1661353","PA14_64500","group_2836"
"5193","PGD1661355","PA14_64510","group_1578"
"5194","PGD1661357","PA14_64520","group_11967"
"5195","PGD1661359","PA14_64530","group_3246"
"5196","PGD1661361","PA14_64540","yedY1"
"5197","PGD1661363","PA14_64550","yedZ1"
"5198","PGD1661365","PA14_64560","group_9703"
"5199","PGD1661367","PA14_64570","czcR_4"
"5200","PGD1661369","PA14_64580","czcS_3"
"5201","PGD1661371","PA14_64590","ycaD_2"
"5202","PGD1661373","PA14_64610","desA3"
"5203","PGD1661375","PA14_64620","group_2839"
"5204","PGD1661377","PA14_64640","fabR_2"
"5205","PGD1661379","PA14_64650","ureE"
"5206","PGD1661381","PA14_64660","ureF"
"5207","PGD1661383","PA14_64670","ureG"
"5208","PGD1661385","PA14_64680","group_12524"
"5209","PGD1661387","PA14_64690","fecR_7"
"5210","PGD1661389","PA14_64700","fecI_10"
"5211","PGD1661391","PA14_64710","btuB_11"
"5212","PGD1661393","PA14_64720","nicP_11"
"5213","PGD1661395","PA14_64740","pchA_2"
"5214","PGD1661397","PA14_64750","genK"
"5215","PGD1661399","PA14_64770","mdlC"
"5216","PGD1661401","PA14_64780","pcpR_7"
"5217","PGD1661403","PA14_64790","pcaK_4"
"5218","PGD1661405","PA14_64800","tsaM1"
"5219","PGD1661407","PA14_64810","pcpD_2"
"5220","PGD1661409","PA14_64820","gntR_3"
"5221","PGD1661411","PA14_64840","isfD"
"5222","PGD1661413","PA14_64850","group_7203"
"5223","PGD1661415","PA14_64860","livF_3"
"5224","PGD1661417","PA14_64870","lptB_3"
"5225","PGD1661419","PA14_64880","group_11068"
"5226","PGD1661421","PA14_64890","livH_2"
"5227","PGD1661423","PA14_64900","livJ"
"5228","PGD1661425","PA14_64910","gcvA_8"
"5229","PGD1661427","PA14_64920","group_10562"
"5230","PGD1661429","PA14_64930","group_10744"
"5231","PGD1661431","PA14_64940","nadD_2"
"5232","PGD1661433","PA14_64950","pncA"
"5233","PGD1661435","PA14_64960","pncB2_2"
"5234","PGD1661437","PA14_64980","nadE_2"
"5235","PGD1661439","PA14_64990","group_12680"
"5236","PGD1661441","PA14_65000","azu"
"5237","PGD1661443","PA14_65010","group_12577"
"5238","PGD1661445","PA14_65030","nlpD"
"5239","PGD1661447","PA14_65040","mscS_2"
"5240","PGD1661449","PA14_65050","group_2844"
"5241","PGD1661451","PA14_65060","group_11179"
"5242","PGD1661453","PA14_65080","group_9827"
"5243","PGD1661455","PA14_65090","group_498"
"5244","PGD1661457","PA14_65110","alr"
"5245","PGD1661459","PA14_65130","dnaB_2"
"5246","PGD1661461","PA14_65150","rplI"
"5247","PGD1661463","PA14_65160","group_1582"
"5248","PGD1661465","PA14_65170","rpsR"
"5249","PGD1661467","PA14_65180","rpsF"
"5250","PGD1661469","PA14_65190","rlmB"
"5251","PGD1661471","PA14_65200","rnr"
"5252","PGD1661477","PA14_65230","purA"
"5253","PGD1661479","PA14_65250","hisZ"
"5254","PGD1661481","PA14_65260","group_794"
"5255","PGD1661483","PA14_65270","hflC"
"5256","PGD1661485","PA14_65280","hflK"
"5257","PGD1661487","PA14_65300","hflX"
"5258","PGD1661489","PA14_65310","hfq"
